Name,Kategorien,Adresse,Kontaktinformationen,Öffnungszeiten,Website URL,Beschreibung,Image Source URLs
Babor Beauty Lounge,Gesundheit und Kosmetik,"Eisenbahnstraße 4, 66117 Saarbrücken",+49 681 94007325,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 13:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
American Nailstudio,"Gesundheit und Kosmetik, Nail Art","Eisenbahnstraße 18, 66117 Saarbrücken",+49 681 7539631,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 16:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Hollywood Nail,"Gesundheit und Kosmetik, Nail Art","Kaiserstraße 18, 66111 Saarbrücken",+49 681 68613933,"{""Montag"": ""09:00 - 19:30"", ""Dienstag"": ""09:00 - 19:30"", ""Mittwoch"": ""09:00 - 19:30"", ""Donnerstag"": ""09:00 - 19:30"", ""Freitag"": ""09:00 - 19:30"", ""Samstag"": ""09:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Pitti Anthony Muroni,"Bekleidung/Accessoires, Dekoration, Schmuck/Uhren","Sankt-Johanner-Markt 43, 66111 Saarbrücken",+49 681 93887112,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null
Princess Mode,Bekleidung/Accessoires,"Viktoriastraße 3, 66111 Saarbrücken",+49 681 9103229,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Aivy Style,"Bekleidung/Accessoires, Damenmode","Bahnhofstraße 42, 66111 Saarbrücken",+49 681 95809838,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",null,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_995572_04.jpg
Hanf Galerie,Sonstiges,"Großherzog-Friedrich-Straße 6, 66111 Saarbrücken",+49 681 9386662,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Rad-Salon,"Fahrrad & Zubehör, Sportausrüstung, Outdoor","Mainzer Straße 80, 66121 Saarbrücken",+49 681 21068091,"{""Montag"": ""13:00 - 18:00"", ""Dienstag"": ""13:00 - 18:00"", ""Mittwoch"": ""13:00 - 18:00"", ""Donnerstag"": ""13:00 - 18:00"", ""Freitag"": ""13:00 - 18:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",https://shop.rad-salon.com/,null,null
Jampathong Thaimassage,"Gesundheit und Kosmetik, Pflege, Wellness","Eisenbahnstraße 21, 66117 Saarbrücken",+49 681 94745199,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Vintage by SIDDHARTHA,"Bekleidung/Accessoires, Schuhe, Sonstiges","Cecilienstraße 11, 66111 Saarbrücken",+49 163 9381684,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""12:00 - 20:00"", ""Mittwoch"": ""12:00 - 20:00"", ""Donnerstag"": ""12:00 - 20:00"", ""Freitag"": ""12:00 - 20:00"", ""Samstag"": ""12:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Tom Tailor,Bekleidung/Accessoires,"Trierer Strasse 1, 66111 Saarbrücken",+49 681 75590213,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.tom-tailor.de,null,null
MAI SHA holistic beauty & lifestyle,"Gesundheit und Kosmetik, Naturkosmetik, Pflege, Wellness","Cecilienstraße 16, 66111 Saarbrücken",+49 681 93317950,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""10:00 - 16:00"", ""Mittwoch"": ""10:00 - 16:00"", ""Donnerstag"": ""10:00 - 16:00"", ""Freitag"": ""10:00 - 16:00"", ""Samstag"": ""10:00 - 16:00"", ""Sonntag"": ""Geschlossen""}",https://www.mai-sha.de,null,null
Kunstraum Cecilie 33,Kunstwerke,"Cecilienstraße 33, 66111 Saarbrücken",+49 176 19201921,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""14:00 - 17:00"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""14:00 - 17:00"", ""Freitag"": ""14:00 - 17:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://ruthbellon.de/kunstraum-2,null,null
Hifi Galerie,"Audio & Hifi, Elektronik, Computer, High End","Johannisstraße 19, 66111 Saarbrücken",+49 681 64030,"{""Montag"": ""15:30 - 18:30"", ""Dienstag"": ""15:30 - 18:30"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""15:30 - 18:30"", ""Freitag"": ""15:30 - 18:30"", ""Samstag"": ""11:00 - 16:00"", ""Sonntag"": ""Geschlossen""}",https://hifigalerie.de,null,null
NIEWTHONG Thai-Yoga-Massagen & Beauty,"Gesundheit und Kosmetik, Wellness","Türkenstraße 2, 66111 Saarbrücken",+49 681 99889429,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",https://www.niewthong.de,null,null
Reisebüro Marc Lanz,Sonstiges,"Fürstenstraße 3, 66111 Saarbrücken",+49 681 93884200,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 16:00"", ""Sonntag"": ""Geschlossen""}",https://www.marclanz.reisen,null,null
Style et Deco La Villa,"Dekoration, Möbel & Haushaltswaren","St. Johanner Markt 41, 66111 Saarbrücken",+33 679908381,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.style-deco.de,null,null
Pablo Kunst und Tapas,Kunstwerke,"St. Johanner Markt 49, 66111 Saarbrücken",+49 681 3798279,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""18:00 - 23:00"", ""Freitag"": ""18:00 - 23:00"", ""Samstag"": ""12:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.pablo-kunst.de,null,null
happy world tours,Sonstiges,"St. Johanner Markt 20, 66111 Saarbrücken",+49 681 3799388 ,"{""Montag"": ""09:30 - 18:30"", ""Dienstag"": ""09:30 - 18:30"", ""Mittwoch"": ""09:30 - 18:30"", ""Donnerstag"": ""09:30 - 18:30"", ""Freitag"": ""09:30 - 18:30"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Schneider Einrichtungen,Möbel & Haushaltswaren,"Schillerplatz 14, 66111 Saarbrücken",+49 681 95812740,"{""Montag"": ""09:00 - 13:00 und 14:00 - 19:00"", ""Dienstag"": ""09:00 - 13:00 und 14:00 - 17:30"", ""Mittwoch"": ""09:00 - 13:00 und 14:00 - 17:00"", ""Donnerstag"": ""10:00 - 13:00 und 14:00 - 19:00"", ""Freitag"": ""10:00 - 13:00 und 14:00 - 19:00"", ""Samstag"": ""10:00 - 15:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Revenge Vintage & more,"Bekleidung/Accessoires, Schuhe","Obertrostraße 2, 66111 Saarbrücken",+49 1523 6994672,"{""Montag"": ""12:00 - 20:00"", ""Dienstag"": ""12:00 - 20:00"", ""Mittwoch"": ""12:00 - 20:00"", ""Donnerstag"": ""12:00 - 20:00"", ""Freitag"": ""12:00 - 20:00"", ""Samstag"": ""12:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://www.instagram.com/revengesb_,null,null
Iris Trauring Lounge,"Schmuck/Uhren, Trauringe","Fürstenstraße 9, 66111 Saarbrücken",+49 681 93886237,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",https://www.juwelier-iris.de,null,null
Gabi Sass Nagelstudio,"Gesundheit und Kosmetik, Nail Art","Fröschchengasse 17, 66111 Saarbrücken",+49 0176  31517935,"{""Montag"": ""10:30 - 18:00"", ""Dienstag"": ""10:30 - 18:00"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""10:30 - 18:00"", ""Freitag"": ""10:30 - 18:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.gabriella-sass.de,null,null
Tabak Schaub,"Lebensmittel, Tabak","Obertorstraße 3, 66111 Saarbrücken",null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null
Dürninger Classic,"Lebensmittel, Tabak","Betzenstraße 5, 66111 Saarbrücken",+49 681 3014220,"{""Montag"": ""09:30 - 18:00"", ""Dienstag"": ""09:30 - 18:00"", ""Mittwoch"": ""09:30 - 18:00"", ""Donnerstag"": ""09:30 - 18:00"", ""Freitag"": ""09:30 - 18:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",https://duerninger.de/,null,null
Battle Bear Saarbrücken GmbH,"Basteln, Malen, Geschenkartikel, Spiele & Puzzle, Spielwaren, Spielzeug","Schillerplatz 14, 66111 Saarbrücken",0681-93287765,"{""Montag"": ""11:00 - 19:00"", ""Dienstag"": ""11:00 - 19:00"", ""Mittwoch"": ""11:00 - 20:00"", ""Donnerstag"": ""11:00 - 20:00"", ""Freitag"": ""11:00 - 20:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",https://www.battle-bear-sb.de,"Battle Bear ist mehr als nur ein Spieleladen: Als Event-Store bieten wir hier in Saarbrücken spannende Events rund um Sammelkarten & Tabletop-Systeme. Der Battle Bear in Saarbrücken ist das Zuhause Deiner Lieblingsspiele. Bei uns findest Du die größte Auswahl an Pokémon, Lorcana, Yu-Gi-Oh!, Magic The Gathering, One Piece und Co. in Saarbrücken. Wir verkaufen die oben genannten Spiele jedoch nicht nur, sondern kaufen gerne auch Deine Sammelkarten in Saarbrücken an. Neben Sammelkarten bieten wir auch Warhammer und Brettspiele an. Wir veranstalten regelmäßige Events zum Spielen und stellen unsere Spielfläche der Community außerhalb von Events kostenlos zur Verfügung. Neben 48 gemütlichen Sitzplätzen bieten wir auch einen Tabletop Tisch zum Spielen an.",null
camera zwo-das arthouse kino,"Bücher, Musik, Filme, Fairtrade, Film, Lebensmittel",null,null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null
H&M EUROPA-Galerie,"Babymode, Bademode, Bekleidung/Accessoires, Damenmode, Damenschmuck, Damenschuhe, Dessous, Gesundheit und Kosmetik, Herrenmode, Herrenschmuck, Herrenschuhe, Kindermode, Kinderschmuck, Kinderschuhe, Make-up, Nail Art, Pflege, Schmuck/Uhren, Schuhe","Trierer Strasse 1, 66111 Saarbrücken",0800 6655900,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.hm.com,null,null
Work and wear,Bekleidung/Accessoires,"Neumarkt 3- 5, 66117 Saarbrücken",+49 681 68636863,"{""Montag"": ""09:30 - 12:30 und 14:30 - 17:30"", ""Dienstag"": ""09:30 - 12:30 und 14:30 - 17:30"", ""Mittwoch"": ""09:30 - 12:30"", ""Donnerstag"": ""09:30 - 12:30 und 15:00 - 18:00"", ""Freitag"": ""09:30 - 14:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",https://work-and-wear.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2017/08/52757_x_y_5dd14b_08.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2017/08/52756_x_y_b5d27b_08.jpg"
Peek & Cloppenburg KG,"Babymode, Bademode, Bekleidung/Accessoires, Damenmode, Damenschuhe, Dessous, Herrenmode, Herrenschuhe, Kindermode, Kinderschuhe, Schmuck/Uhren, Schuhe, Sonstiges, Sportschuhe","Bahnhofstraße 44, 66111 Saarbrücken",+49 681 94064525,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.peek-cloppenburg.de,null,null
Glaskunst Ingrid Lafontaine,Möbel & Haushaltswaren,"St. Johanner Markt 14, 66111 Saarbrücken",+49 681 31388,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 16:00"", ""Sonntag"": ""Geschlossen""}",http://www.glaskunst-lafontaine.de,null,null
Änderungsschneiderei Yakoub,Bekleidung/Accessoires,"Fröschengasse 9, 66111 Saarbrücken",+49 681 397284,"{""Montag"": ""09:30 - 18:00"", ""Dienstag"": ""09:30 - 18:00"", ""Mittwoch"": ""09:30 - 18:00"", ""Donnerstag"": ""09:30 - 18:00"", ""Freitag"": ""09:30 - 18:00"", ""Samstag"": ""09:30 - 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Antiquariat Martin Barbian,"Bücher, Musik, Filme","Türkenstraße 11-13, 66111 Saarbrücken",+49 681 31877,"{""Montag"": ""10:00 - 13:30 und 14:30 - 18:00"", ""Dienstag"": ""10:00 - 13:30 und 14:30 - 18:00"", ""Mittwoch"": ""10:00 - 13:30 und 14:30 - 18:00"", ""Donnerstag"": ""10:00 - 13:30 und 14:30 - 18:00"", ""Freitag"": ""10:00 - 13:30 und 14:30 - 18:00"", ""Samstag"": ""10:00 - 15:00"", ""Sonntag"": ""Geschlossen""}",http://www.antiquariat-barbian.de,null,null
Antikkeller,Möbel & Haushaltswaren,"Katholisch-Kirch-Straße 19, 66111 Saarbrücken",+49 1738732558,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Art & Antik,Sonstiges,"Obertorstraße 1, 66111 Saarbrücken",+49 681 376093,"{""Montag"": ""12:00 - 18:00"", ""Dienstag"": ""12:00 - 18:00"", ""Mittwoch"": ""12:00 - 18:00"", ""Donnerstag"": ""12:00 - 18:00"", ""Freitag"": ""12:00 - 18:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.artundantik.eu,null,null
BeautyLoft Saarbrücken,"Gesundheit und Kosmetik, Make-up, Pflege","Bahnhofstraße 89, 66111 Saarbrücken",+49 681 910055025,"{""Montag"": ""09:30 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""09:30 - 18:00"", ""Donnerstag"": ""09:30 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.beautyloft-sb.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2014/07/23655_x_y_f09359_07.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/01/299_x_y_d764e8_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/01/300_x_y_b8d3bf_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/07/23654_x_y_b3d9fd_07.jpg"
Bäumer Einrichtungen,"Dekoration, Möbel & Haushaltswaren, Wohnen & Einrichten","Saargemünder Straße 28, 66119 Saarbrücken",+49 681 95803491,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,Fröhlich GmbH Raumausstattung Farrow and Ball Stützpunkt Öffnungszeiten: Bitte vereinbaren Sie einen Termin  unter + 49 681 95803491,null
Asia Shop,Sonstiges,"Mainzer Straße 55, 66121 Saarbrücken",+49 681 62900,"{""Montag"": ""09:30 - 19:00"", ""Dienstag"": ""09:30 - 19:00"", ""Mittwoch"": ""09:30 - 19:00"", ""Donnerstag"": ""09:30 - 19:00"", ""Freitag"": ""09:30 - 19:00"", ""Samstag"": ""09:30 - 17:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
COD,"Bücher, Musik, Filme, Schreibwaren/Bürobedarf","Bleichstraße 22, 66111 Saarbrücken",+49 681 393530,"{""Montag"": ""09:00 - 18:00"", ""Dienstag"": ""09:00 - 18:00"", ""Mittwoch"": ""09:00 - 18:00"", ""Donnerstag"": ""09:00 - 18:00"", ""Freitag"": ""09:00 - 18:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.cod.de,null,null
Lousin Cosmetic & Hairstyling,"Friseur, Gesundheit und Kosmetik, Make-up, Pflege, Wellness","Eisenbahnstraße 38, 66117 Saarbrücken",+49 681 75399117,"{""Montag"": ""10:00 - 18:30"", ""Dienstag"": ""10:00 - 18:30"", ""Mittwoch"": ""10:00 - 18:30"", ""Donnerstag"": ""10:00 - 18:30"", ""Freitag"": ""09:00 - 18:30"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Waschhaus,"Gesundheit und Kosmetik, Sonstiges","Eisenbahnstraße 8, 66117 Saarbrücken",null,"{""Montag"": ""08:00 - 20:00"", ""Dienstag"": ""08:00 - 20:00"", ""Mittwoch"": ""08:00 - 20:00"", ""Donnerstag"": ""08:00 - 20:00"", ""Freitag"": ""08:00 - 20:00"", ""Samstag"": ""08:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Depot,"Bad, Haushalt & Garten, Heimtextil, Küche, Möbel & Haushaltswaren, Schlafen, Wohnen & Einrichten","Bahnhofstraße 72, 66111 Saarbrücken",+49 681 93815928,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",http://www.depot-online.de,null,null
happy world tours,Sonstiges,"St. Johanner Markt 20, 66111 Saarbrücken",+49 681 3799388 ,"{""Montag"": ""09:30 - 18:30"", ""Dienstag"": ""09:30 - 18:30"", ""Mittwoch"": ""09:30 - 18:30"", ""Donnerstag"": ""09:30 - 18:30"", ""Freitag"": ""09:30 - 18:30"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Wäschehaus Weinhold,Bekleidung/Accessoires,"Futterstraße 6, 66111 Saarbrücken",+49 681 35010,"{""Montag"": ""10:00 - 18:30"", ""Dienstag"": ""10:00 - 18:30"", ""Mittwoch"": ""10:00 - 18:30"", ""Donnerstag"": ""10:00 - 18:30"", ""Freitag"": ""10:00 - 18:30"", ""Samstag"": ""10:00 - 17:00"", ""Sonntag"": ""Geschlossen""}",http://www.weinholddessous.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_51dccf_04.jpg
Reformhaus Escher,"Fairtrade, Lebensmittel","Kaiserstraße 2, 66111 Saarbrücken",+49 681 3907460,"{""Montag"": ""08:30 - 18:00"", ""Dienstag"": ""08:30 - 18:00"", ""Mittwoch"": ""08:30 - 18:00"", ""Donnerstag"": ""08:30 - 18:00"", ""Freitag"": ""08:30 - 18:00"", ""Samstag"": ""08:30 - 14:00"", ""Sonntag"": ""Geschlossen""}",http://www.reformhaus-escher.de,null,null
ONYGO,Schuhe,"Bahnhofstraße 80, 66111 Saarbrücken",+49 681 93859811,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.onygo.com,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_a3f514_04.jpg
Game Stop,"Elektronik, Computer, Games & Konsolen","Bahnhofstraße 78, 66111 Saarbrücken",+49 681 3798747,"{""Montag"": ""10:00 - 18:00"", ""Dienstag"": ""10:00 - 18:00"", ""Mittwoch"": ""10:00 - 18:00"", ""Donnerstag"": ""10:00 - 18:00"", ""Freitag"": ""10:00 - 18:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.gamestop.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76601_x_y_6f83ea_04.jpg
ONLY,"Bekleidung/Accessoires, Damenmode, Lederwaren","Bahnhofstraße 75, 66111 Saarbrücken",+49 681 95802544,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://www.only.com/de-de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_aa80e0_04.jpg
Der Saarspezialist,"Bekleidung/Accessoires, Fairtrade, Lebensmittel","Sulzbachstraße 3, 66111 Saarbrücken",+49 681 35190,"{""Montag"": ""11:00 - 18:00"", ""Dienstag"": ""11:00 - 18:00"", ""Mittwoch"": ""11:00 - 18:00"", ""Donnerstag"": ""11:00 - 18:00"", ""Freitag"": ""11:00 - 18:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.dersaarspezialist.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_944f0e_04.jpg
TEDi GmbH & Co. KG.,"Bekleidung/Accessoires, Lebensmittel, Möbel & Haushaltswaren, Schmuck/Uhren, Spielwaren","Eisenbahnstr. 35, 66117 Saarbrücken",+49 231 555770,"{""Montag"": ""09:00 - 20:00"", ""Dienstag"": ""09:00 - 20:00"", ""Mittwoch"": ""09:00 - 20:00"", ""Donnerstag"": ""09:00 - 20:00"", ""Freitag"": ""09:00 - 20:00"", ""Samstag"": ""09:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.tedi.com,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_8244dd_04.jpg
Mc Paper,"Bücher, Musik, Filme, Schreibwaren/Bürobedarf","Bahnhofstraße 59, 66111 Saarbrücken",null,"{""Montag"": ""09:00 - 20:00"", ""Dienstag"": ""09:00 - 20:00"", ""Mittwoch"": ""09:00 - 20:00"", ""Donnerstag"": ""09:00 - 20:00"", ""Freitag"": ""09:00 - 20:00"", ""Samstag"": ""09:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.mcpaper.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76595_x_y_f1fe99_04.jpg
Tchibo GmbH,"Bekleidung/Accessoires, Elektronik, Computer, Lebensmittel, Möbel & Haushaltswaren, Schmuck/Uhren, Sonstiges","Bahnhofstraße 50, 66111 Saarbrücken",+49 681 30986640,"{""Montag"": ""09:00 - 19:30"", ""Dienstag"": ""09:00 - 19:30"", ""Mittwoch"": ""09:00 - 19:30"", ""Donnerstag"": ""09:00 - 19:30"", ""Freitag"": ""09:00 - 19:30"", ""Samstag"": ""09:00 - 19:30"", ""Sonntag"": ""Geschlossen""}",http://www.tchibo.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_a3ea5b_04.jpg
Aivy Style,"Bekleidung/Accessoires, Damenmode","Bahnhofstraße 42, 66111 Saarbrücken",+49 681 95809838,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",null,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_995572_04.jpg
Ernstings Family,"Babymode, Bekleidung/Accessoires, Kindermode, Kinderschuhe, Schuhe","Bahnhofstraße 56, 66111 Saarbrücken",+49 681 7559550,"{""Montag"": ""09:00 - 20:00"", ""Dienstag"": ""09:00 - 20:00"", ""Mittwoch"": ""09:00 - 20:00"", ""Donnerstag"": ""09:00 - 20:00"", ""Freitag"": ""09:00 - 20:00"", ""Samstag"": ""09:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://filialen.ernstings-family.de/?sq=1681%20bahnhofstr.%2056%2066111%20saarbr%C3%BCcken,null,null
