Name,Kategorien,Adresse,Kontaktinformationen,Öffnungszeiten,Website URL,Beschreibung,Image Source URLs,Sonstiges
Fitness Shop,"Fitness & Training, Sportausrüstung, Outdoor","Katholisch-Kirch-Straße 5, 66111 Saarbrücken",+49 681 9387089,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.fitness-shop-saar.de,null,null,null
Discount Waschsalon,"Bekleidung/Accessoires, Reinigung","Blumenstraße 42, 66111 Saarbrücken",null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Exclusiv Polsterei,Möbel & Haushaltswaren,"Mainzer Straße 112, 66121 Saarbrücken",+49 681 67975,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.exclusiv-polsterei.de,null,null,null
Dragonlord Games,"Elektronik, Computer, Games & Konsolen, Spielwaren","Mainzer Straße 39, 66111 Saarbrücken",+49 681 68828158,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://dragonlordgames.de,null,null,null
Cristinas Colmado Latino - Que Rico,Lebensmittel,"Blumenstraße 13, 66111 Saarbrücken",+49 681 38378677,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Top Clean,null,"Mainzer Straße 110, 66121 Saarbrücken",+49 681 68210,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Thalasso International,Gesundheit und Kosmetik,"Kaiserstraße 7, 66111 Saarbrücken",+49 681 36219,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.mareplus.de,null,null,null
nawo natürlich wohnen,"Bad, Bekleidung/Accessoires, Haushalt & Garten, Küche, Möbel & Haushaltswaren, Wohnen & Einrichten","Johannisstraße 3, 66111 Saarbrücken",+49 681 635561,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://na-wo.de,null,null,null
City Erotic,Erotik,"Lampertstraße 1, 66111 Saarbrücken",+49 681 3908121 ,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Vintage by SIDDHARTHA,"Bekleidung/Accessoires, Schuhe, Sonstiges","Cecilienstraße 11, 66111 Saarbrücken",+49 163 9381684,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
H&M Home,"Dekoration, Möbel & Haushaltswaren","Trierer Strasse 1, 66111 Saarbrücken",0800 6655900,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.hm.com,null,null,null
Boutique Dos Second Hand,"Bekleidung/Accessoires, Second Hand","Türkenstraße 4, 66111 Saarbrücken",+49 681 9100366,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Pitti Anthony Muroni,"Bekleidung/Accessoires, Dekoration, Schmuck/Uhren","Sankt-Johanner-Markt 43, 66111 Saarbrücken",+49 681 93887112,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Thalasso International,Gesundheit und Kosmetik,"Kaiserstraße 7, 66111 Saarbrücken",+49 681 36219,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.mareplus.de,null,null,null
Änderungsatelier Daniela Melchior,"Änderungsschneiderei, Bekleidung/Accessoires","Cecilienstraße 23, 66111 Saarbrücken",+49 681 32865,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.schneiderei-melchior.de,null,null,null
My Nails,"Gesundheit und Kosmetik, Nail Art","Cecilienstraße 10, 66111 Saarbrücken",+49 681 95811989,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Babor Beauty Lounge,Gesundheit und Kosmetik,"Eisenbahnstraße 4, 66117 Saarbrücken",+49 681 94007325,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
American Nailstudio,"Gesundheit und Kosmetik, Nail Art","Eisenbahnstraße 18, 66117 Saarbrücken",+49 681 7539631,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Hollywood Nail,"Gesundheit und Kosmetik, Nail Art","Kaiserstraße 18, 66111 Saarbrücken",+49 681 68613933,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Cristinas Colmado Latino - Que Rico,Lebensmittel,"Blumenstraße 13, 66111 Saarbrücken",+49 681 38378677,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
City Erotic,Erotik,"Lampertstraße 1, 66111 Saarbrücken",+49 681 3908121 ,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Thai Spa,Gesundheit und Kosmetik,"Försterstraße 30, 66111 Saarbrücken",+49 681 75359772,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Juwelier GOLD-MANN,Schmuck/Uhren,"Viktoriastraße 21, 66111 Saarbrücken",+49 681 9687066,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Agesa Sanitätshaus GmbH,Gesundheit und Kosmetik,"Sulzbachstraße 5, 66111 Saarbrücken",+49 681 35031,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.agesa.de,null,null,null
Silberherz Brautmoden,"Bekleidung/Accessoires, Brautkleider","Rotenhofstraße 12, 66111 Saarbrücken",+49 681 34337,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.silberherz.com,null,null,null
Warhammer,Spielwaren,"Sulzbachstraße 16 -18, 66111 Saarbrücken",+49 681 95812850,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.warhammer.com/de-DE/home,null,null,null
Wolle Rödel,Bekleidung/Accessoires,"Viktoriastraße 11a, 66111 Saarbrücken",+49 681 3908878,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.wolle-roedel.com/,null,null,null
Modern-Secondhand,"Bekleidung/Accessoires, Schuhe","Dudweilerstraße 8, 66111 Saarbrücken",+49 681 9385848,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.modern-secondhand.de,null,null,null
Der Buchladen,"Belletristik, Bücher, Musik, Filme, Fachbücher, Sachbücher, Schulbücher","Försterstraße 14, 66111 Saarbrücken",+49 681 31171,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.derbuchladen.com,"Hinter dem eher schlichten Namen ""Der Buchladen"" verbirgt sich eine der schönsten Buchhandlungen Saarbrückens. Bei uns finden Sie jede Menge Lieblingsbücher, hier stehen Bestseller neben Titeln aus der SWR-Bestenliste, Geheimtipps neben bewährten Schmökern. Was nicht vorrätig ist, besorgen wir in der Regel bis zum nächsten Morgen. Neben der 'erlesenen' Auswahl sind individuelle Beratung und guter Service unsere Stärke. Zum Verweilen und Lesen lädt nicht nur unser heller Wintergarten ein, Sitzgelegenheiten finden Sie reichlich im Laden und bei schönem Wetter auch vor dem Haus.","https://einkaufen.saarbruecken.de/cache/media/attachments/2014/04/10166_x_y_f82b4e_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/04/10167_x_y_0ed337_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/04/10168_x_y_0e2620_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/04/10169_x_y_56976b_04.jpg",null
Annette Marx Atelier,Kunstwerke,"Cecilienstraße 33, 66111 Saarbrücken",+491709427400,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.annette-marx.de,null,null,null
Meerna x Beauty,"Gesundheit und Kosmetik, Make-up, Nail Art, Pflege, Wellness","Johannisstraße 21, 66111 Saarbrücken",+49 163 7383369,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://m.facebook.com/meernamakeup,null,null,null
Friseur Casablanca,"Friseur, Gesundheit und Kosmetik","Johannisstraße 21, 66111 Saarbrücken",+49 174 6473699,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Nauwieser Copier & Offset,"Druck und Werbetechnik, Elektronik, Computer, Sonstiges","Rotenbergstraße 27, 66111 Saarbrücken",+49 681 3904156,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
CargoVelo Services,"Sonstiges, Sportausrüstung, Outdoor","Rotenbergstraße 33, 66111 Saarbrücken",+49 681 58955888,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.cargovelo.services,null,null,null
Blumen Art,"Blumen, Pflanzen","Mainzer Straße 33, 66111 Saarbrücken",+49 681 68611803,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.facebook.com/AE.KREBS/?locale=de_DE,null,null,null
TK Maxx,"Bekleidung/Accessoires, Schmuck/Uhren, Schuhe","Bahnhofstraße 65-67, 66111 Saarbrücken",+49 681 5953470,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.tkmaxx.de,null,null,null
upcycle bikes,"Fahrrad & Zubehör, Sportausrüstung, Outdoor","Mainzer Straße 50, 66111 Saarbrücken",null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://upcyclebikes.de,null,null,null
Hörakustik Welsch,"Gesundheit und Kosmetik, Hörgeräte","Mainzer Straße 56, 66121 Saarbrücken",+49 681 96860361,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://hoerakustik-welsch.de,null,null,null
Tee Stricker,Lebensmittel,"Trierer Strasse 1, 66111 Saarbrücken",+49 681 94010983,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.teestricker.de,null,null,null
HARTWAHN Galerie,Kunstwerke,"Nassauerstraße 8, 66111 Saarbrücken",+49 681 4170980,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://hartwahn.de,Malschule. Atelier. Galerie.,null,null
Alex nails & beauty,"Gesundheit und Kosmetik, Make-up, Nail Art","Fröschchengasse, 66111 Saarbrücken",+1 7622767592,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Moto Bike DAINESE,"Fahrrad & Zubehör, Sportausrüstung, Outdoor","Mainzer Straße 106, 66121 Saarbrücken",+49 681 61888 ,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.moto-bike.de,null,null,null
City Basar Yüksel,Lebensmittel,"Mainzer Straße 133, 66121 Saarbrücken",+49 681 684837,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Stabile Atelier,Schmuck/Uhren,"Nauwieserstraße 23, 66111 Saarbrücken",+49 681 374763,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,Unikatschmuck – Gold- und ggf. Silberschmiedekunst je nach Angebot – Art und Design – ohne Handelsware,null,null
Waschhaus,Sonstiges,"Nauwieserstraße 22, 66111 Saarbrücken",+49 681 33717,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Der Fahrradladen,"Fahrrad & Zubehör, Sportausrüstung, Outdoor, Zubehör","Nauwieserstraße 19, 66111 Saarbrücken",+49 681 37098,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.fahrrad-saar.de,"Verkauf, Werkstatt, Zubehör",null,null
Charity Shop des SAARmariter e.V.,"Bekleidung/Accessoires, Bücher, Musik, Filme, Schuhe, Sonstiges","Nauwieserstraße 11, 66111 Saarbrücken",+49 171 4846925,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Golden Nails Saarland,"Gesundheit und Kosmetik, Nail Art","Kaiserstraße 21, 66111 Saarbrücken",+49 681 91008581,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
GEERS Hörgeräte,"Gesundheit und Kosmetik, Hörgeräte","Berliner Promenade 12, 66111 Saarbrücken",+49 681 9387070,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.geers.de/,null,null,null
Kontrast Concept Store,"Bekleidung/Accessoires, Sonstiges","St. Johanner Markt 6, 66111 Saarbrücken",null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Wearhouse,"Bekleidung/Accessoires, Schmuck/Uhren, Schuhe","Berliner Promenade 15, 66111 Saarbrücken",+49 681 7097871,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.wearhouse-store.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_2a6427_04.jpg,null
Reisebank EC-Automat,Sonstiges,"Trierer Str. 1, 66111 Saarbrücken",+ 49 721476663580,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.reisebank.de,null,null,null
Fotofix,"Druck und Werbetechnik, Sonstiges","Trierer Straße 1, 66111 Saarbrücken",null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.europagalerie.de,null,null,null
Tré Secondi,Lebensmittel,"Trierer Str. 1, 66111 Saarbrücken",+49 681 7559550,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.europagalerie.de,null,null,null
Pizza Hut,Lebensmittel,null,null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Subway,Lebensmittel,"Trierer Str. 1, 66111 Saarbrücken",+49 681 7559550,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.europagalerie.de,null,null,null
Hunkemöller EUROPA-Galerie,"Bademode, Bekleidung/Accessoires, Dessous","Trierer Straße 1, 66111 Saarbrücken",+49 681 38378746,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.hunkemoller.de,null,null,null
Vodafone Shop,"Elektronik, Computer, Handy & Telefonie","Dudweilerstraße 2 a, 66111 Saarbrücken",+49 681 40174892,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Herrenmoden Kraemer,"Bekleidung/Accessoires, Herrenmode, Herrenschuhe, Lederwaren, Schuhe","Futterstraße 5-7, 66111 Saarbrücken",+49 681 35771,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.herrenmoden-kraemer.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2014/05/13212_x_y_95e91a_05.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/05/13214_x_y_bf777e_05.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/05/13211_x_y_a8030d_05.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/05/13213_x_y_0b8ef5_05.jpg",null
Wäschehaus Weinhold,Bekleidung/Accessoires,"Futterstraße 6, 66111 Saarbrücken",+49 681 35010,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.weinholddessous.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_51dccf_04.jpg,null
Reformhaus Escher,"Fairtrade, Lebensmittel","Kaiserstraße 2, 66111 Saarbrücken",+49 681 3907460,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.reformhaus-escher.de,null,null,null
ONYGO,Schuhe,"Bahnhofstraße 80, 66111 Saarbrücken",+49 681 93859811,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.onygo.com,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76604_x_y_a3f514_04.jpg,null
